Year,Journal_Name,DOI
2018,TRANSPORTATION RESEARCH RECORD,10.1177/0361198118758311
2019,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,10.1177/0735633119854025
2019,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,10.1177/0735633119854030
2019,SIMULATION & GAMING,10.1177/1046878118820905
2019,Simulation & Gaming,10.1177/1046878118820905
2004,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,10.1177/1063293X04042469
2019,CONVERGENCE-THE INTERNATIONAL JOURNAL OF RESEARCH INTO NEW MEDIA TECHNOLOGIES,10.1177/1354856517738171
2020,JOURNAL OF VISUAL CULTURE,10.1177/1470412920906260
2019,DEMENTIA-INTERNATIONAL JOURNAL OF SOCIAL RESEARCH AND PRACTICE,10.1177/1471301219868036
2019,INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS,10.1177/1550147719894533
2018,SURGICAL INNOVATION,10.1177/1553350618761756
2019,SURGICAL INNOVATION,10.1177/1553350618822860
2018,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,10.1177/1729881417751545
2020,HERD-HEALTH ENVIRONMENTS RESEARCH & DESIGN JOURNAL,10.1177/1937586720924787
2017,I-PERCEPTION,10.1177/2041669517708205
2017,BRITISH JOURNAL OF PAIN,10.1177/2049463717698349
2020,JOURNAL OF REHABILITATION AND ASSISTIVE TECHNOLOGIES ENGINEERING,10.1177/2055668320913770
2014,BMC BIOINFORMATICS,10.1186/1471-2105-15-56
2013,JOURNAL OF NEUROENGINEERING AND REHABILITATION,10.1186/1743-0003-10-80
2007,JOURNAL OF NEUROENGINEERING AND REHABILITATION,10.1186/1743-0003-4-35
2011,JOURNAL OF NEUROENGINEERING AND REHABILITATION,10.1186/1743-0003-8-36
2019,BMC BIOINFORMATICS,10.1186/s12859-019-2666-z
2017,BMC OPHTHALMOLOGY,10.1186/s12886-017-0501-8
2020,BMC OPHTHALMOLOGY,10.1186/s12886-020-01471-4
2019,BIOMEDICAL ENGINEERING ONLINE,10.1186/s12938-019-0731-5
2016,JOURNAL OF NEUROENGINEERING AND REHABILITATION,10.1186/s12984-016-0174-1
2017,JOURNAL OF NEUROENGINEERING AND REHABILITATION,10.1186/s12984-017-0225-2
2019,JOURNAL OF NEUROENGINEERING AND REHABILITATION,10.1186/s12984-019-0601-1
2020,JOURNAL OF NEUROENGINEERING AND REHABILITATION,10.1186/s12984-020-00678-2
2018,HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES,10.1186/s13673-018-0154-5
2019,HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES,10.1186/s13673-019-0169-6
2019,FASHION AND TEXTILES,10.1186/s40691-018-0166-9
2007,ONCOLOGY NURSING FORUM,10.1188/07.ONF.39-46
2018,JOURNAL OF ELECTRONICS & INFORMATION TECHNOLOGY,10.11999/JEIT170995
2019,JOURNAL OF GLOBAL ONCOLOGY,10.1200/JGO.18.00263
2017,NEUROLOGY,10.1212/WNL.0000000000004585
2019,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,10.1249/MSS.0000000000002016
2019,ACOUSTICAL SCIENCE AND TECHNOLOGY,10.1250/ast.40.265
2019,MEDICAL SCIENCE MONITOR,10.12659/MSM.915284
2002,CHINESE SCIENCE BULLETIN,10.1360/02tb9297
2015,APPLIED OPTICS,10.1364/AO.54.003422
2016,APPLIED OPTICS,10.1364/AO.55.006969
2019,APPLIED OPTICS,10.1364/AO.58.000A74
2018,BIOMEDICAL OPTICS EXPRESS,10.1364/BOE.9.002825
2018,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,10.1364/JOSAA.35.00B130
2018,OPTICS EXPRESS,10.1364/OE.26.001161
2018,OPTICS EXPRESS,10.1364/OE.26.004863
2018,OPTICS EXPRESS,10.1364/OE.26.034142
2019,OPTICS EXPRESS,10.1364/OE.27.001164
2019,OPTICS EXPRESS,10.1364/OE.27.024877
2020,OPTICS EXPRESS,10.1364/OE.382804
2011,PLOS ONE,10.1371/journal.pone.0016128
2011,PLOS ONE,10.1371/journal.pone.0025759
2012,PLOS ONE,10.1371/journal.pone.0030021
2012,PLOS ONE,10.1371/journal.pone.0040867
2016,PLOS ONE,10.1371/journal.pone.0148060
2016,PLOS ONE,10.1371/journal.pone.0167523
2017,PLOS ONE,10.1371/journal.pone.0173972
2017,PLOS ONE,10.1371/journal.pone.0187220
2017,PLOS ONE,10.1371/journal.pone.0187777
2018,PLOS ONE,10.1371/journal.pone.0189275
2018,PLOS ONE,10.1371/journal.pone.0194137
2018,PLOS ONE,10.1371/journal.pone.0195886
2018,PLOS ONE,10.1371/journal.pone.0200724
2019,PLOS ONE,10.1371/journal.pone.0214603
2020,PLOS ONE,10.1371/journal.pone.0223631
2019,PLOS ONE,10.1371/journal.pone.0225972
2020,PLOS ONE,10.1371/journal.pone.0230042
2020,PLOS ONE,10.1371/journal.pone.0231152
2018,INTERNATIONAL JOURNAL OF GRID AND DISTRIBUTED COMPUTING,10.14257/ijgdc.2018.11.2.09
2018,INTERNATIONAL JOURNAL OF GRID AND DISTRIBUTED COMPUTING,10.14257/ijgdc.2018.11.6.09
2015,Journal of Digital Convergence,10.14400/JDC.2015.13.8.465
2017,Journal of Digital Convergence,10.14400/JDC.2017.15.11.463
2017,Journal of Digital Convergence,10.14400/JDC.2017.15.5.353
2017,Journal of Digital Convergence,10.14400/JDC.2017.15.5.443
2018,Journal of Digital Convergence,10.14400/JDC.2018.16.11.185
2019,INTERNATIONAL JOURNAL OF TECHNOLOGY,10.14716/ijtech.v10i7.3259
2017,AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY,10.14742/ajet.3840
2015,International Journal of Computer Applications in Technology,10.1504/IJCAT.2015.069331
2001,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/IJTM.2001.002917
2019,SCANDINAVIAN JOURNAL OF PAIN,10.1515/sjpain-2018-0123
2007,HUMAN FACTORS,10.1518/001872007779598028
1997,HUMAN FACTORS,10.1518/001872097778827070
1999,HUMAN FACTORS,10.1518/001872099779611067
2004,HUMAN FACTORS,10.1518/hfes.46.1.142.30384
2017,REVISTA EDUCACION EN INGENIERIA,10.15675/gepros.v12i1.1605
2016,PLASMA AND FUSION RESEARCH,10.1585/pfr.11.2406060
2015,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,10.1587/transinf.2015EDP7165
2016,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,10.1587/transinf.2016EDL8028
2017,JOURNAL OF EYE MOVEMENT RESEARCH,10.16910/jemr.10.5.2
2019,JOURNAL OF EYE MOVEMENT RESEARCH,10.16910/jemr.12.8.1
2016,JOURNAL OF EYE MOVEMENT RESEARCH,10.16910/jemr.9.6.4
2017,INTERNATIONAL JOURNAL OF SERIOUS GAMES,10.17083/ijsg.v4i3.178
2018,REVISTA LATINOAMERICANA DE TECNOLOGIA EDUCATIVA-RELATEC,10.17398/1695-288X.17.1.61
2015,EKSPERIMENTALNAYA PSIKHOLOGIYA,10.17759/exppsy.2015080205
2018,MM SCIENCE JOURNAL,10.17973/MMSJ.2018_11_2017100
2020,NORDISK SYGEPLEJEFORSKNING-NORDIC NURSING RESEARCH,10.18261/issn.1892-2686-2020-01-02
2019,Ingénierie des Systèmes d'Information,10.18280/isi.240310
2018,TOMOGRAPHY,10.18383/j.tom.2018.00053
2016,TEM JOURNAL-TECHNOLOGY EDUCATION MANAGEMENT INFORMATICS,10.18421/TEM54-04
2018,SENSORS AND MATERIALS,10.18494/SAM.2018.1912
2018,ECONOMICS AND BUSINESS REVIEW,10.18559/ebr.2018.3.4
2018,Economics & Business Review,10.18559/ebr.2018.3.4
2017,JOURNAL OF DISASTER RESEARCH,10.20965/jdr.2017.p0882
2019,CLINICAL AND EXPERIMENTAL OTORHINOLARYNGOLOGY,10.21053/ceo.2018.01592
2017,CLINICAL INTERVENTIONS IN AGING,10.2147/CIA.S141251
1999,JAPANESE JOURNAL OF PHYSIOLOGY,10.2170/jjphysiol.49.417
2019,JMIR MENTAL HEALTH,10.2196/11517
2019,JMIR MENTAL HEALTH,10.2196/13887
2016,JMIR SERIOUS GAMES,10.2196/games.5526
2016,JMIR SERIOUS GAMES,10.2196/games.6476
2019,Revista Trilogía,10.22430/21457778.1213
2017,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,10.2352/J.ImagingSci.Technol.2017.61.6.060406
2019,JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY,10.2352/J.ImagingSci.Technol.2019.63.6.060409
2019,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,10.24507/ijicic.15.02.591
2017,ARCHNET-IJAR INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH,10.26687/archnet-ijar.v11i3.1395
2018,PSYCHIATRY INVESTIGATION,10.30773/pi.2018.06.28.3
2019,PSYCHIATRY INVESTIGATION,10.30773/pi.2019.02.08
2018,BULLETIN OF THE LEBEDEV PHYSICS INSTITUTE,10.3103/S1068335618010049
2013,JOURNAL OF MUSCULOSKELETAL PAIN,10.3109/10582452.2013.851760
2015,DISABILITY AND REHABILITATION-ASSISTIVE TECHNOLOGY,10.3109/17483107.2014.889230
2020,INTELLIGENT AUTOMATION AND SOFT COMPUTING,10.31209/2019.100000131
2020,INTELLIGENT AUTOMATION AND SOFT COMPUTING,10.31209/2019.100000134
2020,INTELLIGENT AUTOMATION AND SOFT COMPUTING,10.31209/2019.100000149
2007,JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING,10.3130/jaabe.6.57
2019,CANADIAN JOURNAL OF FILM STUDIES-REVUE CANADIENNE D ETUDES CINEMATOGRAPHIQUES,10.3138/cjfs.28.1.2019-0012
2015,ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE 2015: VIRTUAL REALITY IN HEALTHCARE: MEDICAL SIMULATION AND EXPERIENTIAL INTERFACE,10.3233/978-1-61499-595-1-3
2019,INTEGRATED COMPUTER-AIDED ENGINEERING,10.3233/ICA-180586
2018,JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,10.3233/VES-190650
2019,JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,10.3233/VES-190660
2012,Work,10.3233/wor-2012-0442-2201
2020,CMC-COMPUTERS MATERIALS & CONTINUA,10.32604/cmc.2020.09930
2019,ECANCERMEDICALSCIENCE,10.3332/ecancer.2019.910
2020,JOURNAL OF THE KOREAN OPHTHALMOLOGICAL SOCIETY,10.3341/jkos.2020.61.2.125
2019,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2019.00644
2019,FRONTIERS IN MEDICINE,10.3389/fmed.2019.00287
2020,FRONTIERS IN MEDICINE,10.3389/fmed.2019.00329
2019,FRONTIERS IN AGING NEUROSCIENCE,10.3389/fnagi.2019.00218
2015,FRONTIERS IN NEUROLOGY,10.3389/fneur.2015.00164
2018,FRONTIERS IN NEUROLOGY,10.3389/fneur.2018.00048
2018,FRONTIERS IN NEUROLOGY,10.3389/fneur.2018.00067
2019,FRONTIERS IN NEUROLOGY,10.3389/fneur.2019.01061
2013,FRONTIERS IN HUMAN NEUROSCIENCE,10.3389/fnhum.2013.00580
2017,FRONTIERS IN HUMAN NEUROSCIENCE,10.3389/fnhum.2017.00079
2017,FRONTIERS IN HUMAN NEUROSCIENCE,10.3389/fnhum.2017.00477
2018,FRONTIERS IN HUMAN NEUROSCIENCE,10.3389/fnhum.2018.00420
2019,FRONTIERS IN HUMAN NEUROSCIENCE,10.3389/fnhum.2018.00504
2019,FRONTIERS IN HUMAN NEUROSCIENCE,10.3389/fnhum.2019.00401
2019,FRONTIERS IN HUMAN NEUROSCIENCE,10.3389/fnhum.2019.00417
2015,FRONTIERS IN NEUROSCIENCE,10.3389/fnins.2015.00207
2020,FRONTIERS IN NEUROSCIENCE,10.3389/fnins.2020.00357
2013,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2013.00354
2013,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2013.00946
2015,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2015.00248
2015,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2015.00713
2016,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2016.00268
2016,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2016.01649
2017,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2017.01611
2018,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2017.02321
2018,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2018.01901
2018,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2018.02086
2018,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2018.02265
2019,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2019.01330
2020,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2020.00035
2019,FRONTIERS IN PUBLIC HEALTH,10.3389/fpubh.2019.00116
2016,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2016.00043
2016,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2016.00074
2017,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2017.00003
2017,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2017.00011
2017,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2017.00042
2019,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2019.00050
2019,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2019.00084
2019,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2019.00104
2020,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2020.00004
2020,FRONTIERS IN ROBOTICS AND AI,10.3389/frobt.2020.00020
2020,APPLIED SCIENCES-BASEL,10.3390/app10041427
2020,APPLIED SCIENCES-BASEL,10.3390/app10051668
2020,APPLIED SCIENCES-BASEL,10.3390/app10062026
2020,APPLIED SCIENCES-BASEL,10.3390/app10093012
2020,APPLIED SCIENCES-BASEL,10.3390/app10093182
2019,APPLIED SCIENCES-BASEL,10.3390/app9061182
2019,APPLIED SCIENCES-BASEL,10.3390/app9091919
2019,APPLIED SCIENCES-BASEL,10.3390/app9163384
2019,APPLIED SCIENCES-BASEL,10.3390/app9214652
2020,BRAIN SCIENCES,10.3390/brainsci10010055
2018,COMPUTERS,10.3390/computers7010015
2019,COMPUTERS,10.3390/computers8020039
2018,ELECTRONICS,10.3390/electronics7090171
2019,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,10.3390/ijerph16224406
2019,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,10.3390/ijgi8010003
2019,INFORMATION,10.3390/info10050177
2019,INFORMATION,10.3390/info10120386
2020,INFORMATION,10.3390/info11030134
2019,JOURNAL OF CLINICAL MEDICINE,10.3390/jcm8081153
2017,SENSORS,10.3390/s17051112
2018,SENSORS,10.3390/s18092832
2019,SENSORS,10.3390/s19051121
2019,SENSORS,10.3390/s19143063
2020,SENSORS,10.3390/s20041204
2020,SENSORS,10.3390/s20071917
2020,SENSORS,10.3390/s20082168
2020,SENSORS,10.3390/s20082208
2020,SENSORS,10.3390/s20082264
2008,SENSORS,10.3390/s8074350
2019,SUSTAINABILITY,10.3390/su11061605
2019,SUSTAINABILITY,10.3390/su11143894
2019,SUSTAINABILITY,10.3390/su11226453
2020,SUSTAINABILITY,10.3390/su12093823
2018,SYMMETRY-BASEL,10.3390/sym10090400
2019,SYMMETRY-BASEL,10.3390/sym11040476
2020,SYMMETRY-BASEL,10.3390/sym12010053
2016,SYMMETRY-BASEL,10.3390/sym8090093
2017,TECHNOLOGIES,10.3390/technologies5040077
2020,ACTA OF BIOENGINEERING AND BIOMECHANICS,10.37190/ABB-01490-2019-03
2010,BEHAVIOR RESEARCH METHODS,10.3758/BRM.42.2.414
2011,"Attention, Perception, and Psychophysics",10.3758/s13414-011-0170-2
2011,MEMORY & COGNITION,10.3758/s13421-010-0054-z
2011,Memory & Cognition,10.3758/s13421-010-0054-z
2014,BEHAVIOR RESEARCH METHODS,10.3758/s13428-013-0412-4
2015,BEHAVIOR RESEARCH METHODS,10.3758/s13428-014-0463-1
2019,BEHAVIOR RESEARCH METHODS,10.3758/s13428-018-1116-6
2020,BEHAVIOR RESEARCH METHODS,10.3758/s13428-019-01310-5
2020,BEHAVIOR RESEARCH METHODS,10.3758/s13428-019-01336-9
2015,BEILSTEIN JOURNAL OF NANOTECHNOLOGY,10.3762/bjnano.6.220
2016,CHINESE OPTICS LETTERS,10.3788/COL201614.080901
2018,CHINESE JOURNAL OF LIQUID CRYSTALS AND DISPLAYS,10.3788/YJYXS20183301.0085
2017,CURRENT OPTICS AND PHOTONICS,10.3807/COPP.2017.1.5.474
2017,ACTA ACUSTICA UNITED WITH ACUSTICA,10.3813/AAA.919086
2020,KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,10.3837/tiis.2020.02.020
2016,JOURNAL OF PEDIATRIC OPHTHALMOLOGY & STRABISMUS,10.3928/01913913-20160511-01
2019,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,10.3928/02793695-20190430-01
2018,OPHTHALMIC SURGERY LASERS & IMAGING RETINA,10.3928/23258160-20180501-08
2017,INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING,10.3991/ijet.v12i05.6766
2017,ONLINE ENGINEERING & INTERNET OF THINGS,10.3991/ijoe.v13i08.7371
2018,INTERNATIONAL JOURNAL OF ONLINE ENGINEERING,10.3991/ijoe.v14i03.8112
2018,INTERNATIONAL JOURNAL OF ONLINE ENGINEERING,10.3991/ijoe.v14i05.7788
2019,INTERNATIONAL JOURNAL OF ONLINE AND BIOMEDICAL ENGINEERING,10.3991/ijoe.v15i06.9933
2012,BIOMEDICAL ENGINEERING-APPLICATIONS BASIS COMMUNICATIONS,10.4015/S1016237212500391
2016,INTERNATIONAL JOURNAL OF MOBILE AND BLENDED LEARNING,10.4018/IJMBL.2016100104
2016,Information Resources Management Journal,10.4018/IJMBL.2016100104
2014,NEURAL REGENERATION RESEARCH,10.4103/1673-5374.131612
2018,ETRI JOURNAL,10.4218/etrij.2017-0166
2020,ETRI JOURNAL,10.4218/etrij.2019-0284
2018,INTERNATIONAL JOURNAL OF TELEREHABILITATION,10.5195/ijt.2018.6250
2017,ACTA OF BIOENGINEERING AND BIOMECHANICS,10.5277/ABB-00784-2016-02
2018,ACTA OF BIOENGINEERING AND BIOMECHANICS,10.5277/ABB-01082-2018-02
2017,FME TRANSACTIONS,10.5937/fmet1702205S
2020,INFORMATION TECHNOLOGY AND LIBRARIES,10.6017/ital.v39i1.11369
2020,Information Technology & Libraries,10.6017/ital.v39i1.11369
2017,ADCOMUNICA-REVISTA CIENTIFICA DE ESTRATEGIAS TENDENCIAS E INNOVACION EN COMMUNICACION,10.6035/2174-0992.2017.13.12
2018,DYNA,10.6036/8816
2016,REVISTA ICONO 14-REVISTA CIENTIFICA DE COMUNICACION Y TECNOLOGIAS,10.7195/ri14.v24i2.965
2017,NEUROPSYCHOLOGICAL TRENDS,10.7358/neur-2017-021-lean
2014,PEERJ,10.7717/peerj.337
2018,PEERJ,10.7717/peerj.5844
2018,PEERJ,10.7717/peerj.5847
2017,JOURNAL OF THE ACOUSTICAL SOCIETY OF KOREA,10.7776/ASK.2017.36.2.130
2016,MEDIA TROPES,
2015,ASIA LIFE SCIENCES,
2015,ASIA LIFE SCIENCES,
2015,ASIA LIFE SCIENCES,
2015,ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE,
2013,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,
2011,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,
2009,INFORMATION-AN INTERNATIONAL INTERDISCIPLINARY JOURNAL,
2007,AVIATION SPACE AND ENVIRONMENTAL MEDICINE,
2006,"COOPERATIVE DESIGN, VISUALIZATION, AND ENGINEERING, PROCEEDINGS",
2005,"COMPUTATIONAL SCIENCE - ICCS 2005, PT 1, PROCEEDINGS",
2005,"COOPERATIVE DESIGN, VISUALIZATION, AND ENGINEERING, PROCEEDINGS",
2004,"ADVANCES IN MULTIMEDIA INFORMATION PROCESSING - PCM 2004, PT 3, PROCEEDINGS",
2004,COMPUTER HUMAN INTERACTION: PROCEEDINGS,
2003,AVIATION SPACE AND ENVIRONMENTAL MEDICINE,
2003,GESTURE-BASED COMMUNICATION IN HUMAN-COMPUTER INTERACTION,
2003,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,
2001,ACTA OTO-LARYNGOLOGICA,
2000,"HANDHELD AND UBIQUITOUS COMPUTING, PROCEEDINGS",
2000,MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2000,
2000,VISUAL COMPUTER,
1998,JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,
1998,MEASUREMENTS & CONTROL,
1997,COMPUTER GRAPHICS WORLD,
1996,"MULTIMEDIA, HYPERMEDIA AND VIRTUAL REALITY: MODELS, SYSTEMS, AND APPLICATIONS",
1995,PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,
1995,RADIOLOGE,
1994,COMPUTER GRAPHICS FORUM,
2003,Journal of Intelligent & Fuzzy Systems,
1995,CD-ROM Professional,
2000,IEEE Computer Graphics & Applications,
